STATIONID,DATETIME,AIRTEMP(T),RH,SOLAR,WINDSPEED,W.DIRECTION,RAIN,SOILTEMPERATURE(T1),PRESSURE
76,"2021-03-01,00:14:23",20.22,99.71,0,24.12,884.7
76,"2021-03-01,00:14:23",20.22,99.71,0,24.12,884.7
76,"2021-03-01,00:14:23",20.22,99.71,0,24.12,884.7
76,"2021-03-01,00:14:23",20.22,99.71,0,24.12,884.7
76,"2021-03-01,00:15",20.22,99.71,-,0.00,261.379,0,24.12,884.7
76,"2021-03-01,00:30",20.18,99.35,-,0.00,264.138,0,24.06,884.6
76,"2021-03-01,00:15",20.22,99.71,-,0.00,261.379,0,24.12,884.7
76,"2021-05-01,07:15",18.77,98.73,0.001000,0,32.297,0.0,22.50,886.4
76,"2021-05-01,08:15",19.71,95.06,0.006000,0.00,74.774,0.0,22.81,887.7
76,"2021-05-01,08:30",20.22,92.91,0.011000,5.00,11.724,0.0,22.93,887.9
76,"2021-05-01,09:15",23.21,84.88,0.026000,5.00,88.591,0.0,24.00,888.4
76,"2021-05-01,09:30",22.93,85.09,0.028000,0.00,-,0.0,24.00,888.4
76,"2021-05-01,10:15",24.95,73.92,0.025000,0,326.392,0.0,24.68,888.4
76,"2021-05-01,11:15",27.57,70.00,-0.011536,0,69.965,0.0,26.75,887.7
76,"2021-05-01,12:15",27.35,70.98,0.032000,0.00,22.759,0.0,26.81,887.1
76,"2021-05-01,13:15",29.54,65.97,-0.001072,0,324.828,0.0,27.18,886.5
76,"2021-05-01,14:45",30.08,60.35,0.030464,7.50,350.833,0.0,29.12,885.1
76,"2021-05-01,15:00",27.17,71.48,-,0,3.448,0.0,28.62,885.1
76,"2021-05-01,15:45",29.11,63.85,0.005464,5.00,53.611,0.0,32.06,884.1
76,"2021-05-01,16:00",29.46,63.85,0.013464,0,59.167,0.0,32.12,884.2
76,"2021-05-01,16:45",28.70,62.28,-0.025536,5.00,120.278,0.0,31.56,883.9
76,"2021-05-01,17:00",29.44,63.23,-0.027536,0,150.0,0.0,31.37,883.7
76,"2021-05-01,17:45",25.86,70.64,0.005000,0,334.483,0.0,27.68,883.6
76,"2021-05-01,18:00",0.00,70.13,0.005000,7.50,28.11,0.0,27.37,883.7
76,"2021-05-01,18:30",23.88,79.58,0.001000,0.00,344.261,0.0,26.31,884.0
76,"2021-05-01,18:45",22.99,83.32,-,0.00,353.973,0.0,26.00,884.0
